bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
BV1jwQJB5EMA,author_expand,owner:3670216,2026-04-15T10:06:40.036042+00:00,2026-04-15T10:06:40.036042+00:00,3670216,137,2026-04-15T10:00:00+00:00,134,14502.0,owner:3670216
BV1No6FB1EU1,author_expand,owner:7584632,2026-04-15T10:07:03.074420+00:00,2026-04-15T10:07:03.074420+00:00,7584632,178,2026-04-15T10:00:02+00:00,2523,576.0,owner:7584632
BV1PK2kBGEHg,author_expand,owner:7584632,2026-04-15T10:07:03.074420+00:00,2026-04-15T10:07:03.074420+00:00,7584632,180,2026-04-15T10:00:01+00:00,1486,130.0,owner:7584632
BV1xgQeBNEnD,author_expand,owner:7584632,2026-04-15T10:07:03.074420+00:00,2026-04-15T10:07:03.074420+00:00,7584632,180,2026-04-15T02:05:02+00:00,1323,2845.0,owner:7584632
BV16CQvBhEGJ,author_expand,owner:7584632,2026-04-15T10:07:03.074420+00:00,2026-04-15T10:07:03.074420+00:00,7584632,184,2026-04-15T01:59:02+00:00,70,108012.0,owner:7584632
BV1vvPZzJEuc,author_expand,owner:7584632,2026-04-15T10:07:03.074420+00:00,2026-04-15T10:07:03.074420+00:00,7584632,180,2026-04-14T11:00:02+00:00,1214,13905.0,owner:7584632
BV1xvA8zQEKe,author_expand,owner:7584632,2026-04-15T10:07:03.074420+00:00,2026-04-15T10:07:03.074420+00:00,7584632,180,2026-04-14T10:31:01+00:00,2608,9535.0,owner:7584632
BV1sqA8znEAa,author_expand,owner:7584632,2026-04-15T10:07:03.074420+00:00,2026-04-15T10:07:03.074420+00:00,7584632,180,2026-04-14T10:30:02+00:00,2608,10428.0,owner:7584632
BV1Z5QjBBEWC,author_expand,owner:20165629,2026-04-15T10:07:13.954416+00:00,2026-04-15T10:07:13.954416+00:00,20165629,232,2026-04-15T07:25:21+00:00,519,9296.0,owner:20165629
BV17qQ7BkEMq,author_expand,owner:20165629,2026-04-15T10:07:13.954416+00:00,2026-04-15T10:07:13.954416+00:00,20165629,232,2026-04-15T03:53:16+00:00,165,44865.0,owner:20165629
