owner_mid,owner_name,owner_face,owner_sign,owner_gender,owner_level,owner_verified,owner_verified_title,owner_vip_type,owner_follower_count,owner_following_count,owner_video_count
3546778108431254,尼古丁与摩的佬,https://i2.hdslb.com/bfs/face/52c63c7377f3c297262667642fda80dc55a8d2bd.jpg,只是个体育赛事爱好者,保密,5,False,,0,18367,5,25
1352644070,古法造物主,https://i2.hdslb.com/bfs/face/613f481ac17abab58fb11834ae4c595b4dbf8fdc.jpg,"本站只有这个，兄弟姐妹们。不要被小人蒙蔽了双眼，
两人制作完成，并不高产",男,2,False,,0,138531,11,26
489763089,毕的二阶导,https://i0.hdslb.com/bfs/face/6d7c9ef4e2d3147528c5d161f51bf5d604568de1.jpg,"分享科学的快乐和美！
小号:毕导
商务联系：s1012295607",男,6,True,bilibili 知名科普UP主,2,2133795,54,140
5687194,银发の半精灵,https://i1.hdslb.com/bfs/face/1766b50e4db3ff28edde73239ff6d8b46bbdb5c3.jpg,合作V: MADOKA3399、剧情向手书、游戏混剪、招募后期+Q：2585333937招募画师+Q：1694676364,男,6,True,bilibili 知名游戏UP主,1,680757,402,285
283857119,带秀乌鸦,https://i2.hdslb.com/bfs/face/f594ecf464d6c87a4aebe6d362ba74c36ae6e02d.jpg,"自家护航公粽浩:M3Q电竞，哈夫币出租vx服雾号：哈吉蜂商行 粉丝群921600342
商vSEMBERLIA 没回加17317522031",保密,6,False,,1,290588,1060,382
28880583,娟juanの奇妙妙屋,https://i0.hdslb.com/bfs/face/8223ecbcc9136ea99f5cb44c909f7d16db525db5.jpg,商务合作V:jjboy_9527 QQ水友群：1034401609 小号娟9527 我素质吊差的1,男,6,True,bilibili 知名游戏UP主,1,726846,250,656
626796832,洛克王国世界,https://i1.hdslb.com/bfs/face/471e5b6c7024c5caff82109e26145c7ccc73661d.jpg,腾讯魔方工作室《洛克王国：世界》官方账号,保密,6,True,腾讯《洛克王国：世界》官方账号,2,1786820,14,135
480972013,长安_ChangAn77,https://i1.hdslb.com/bfs/face/95e02d852861d07d1a9bb227d6008c96cf99db5a.jpg,"我是长安.（旅行者）「全网同名」
一位“旅行”在“开拓”路上的“绳匠”
只要你坚信这条路通往正确一切就有意义.",男,6,False,,2,46292,63,390
1659651634,七颗猩猩QKXX,https://i1.hdslb.com/bfs/face/e48329f6999d331dcb3cb5ca7ecf2b4b1100d83d.jpg,承蒙厚爱，多谢关注！合作：Wangzhixin928邮箱：qikexingxing@qq.com,保密,6,True,七颗猩猩官方账号，搞笑视频UP主,1,3550619,30,948
2948981,冷水煮乐器,https://i2.hdslb.com/bfs/face/a97526320e4c1bbea446f11d8da43321e5a080ae.jpg,争取周更的日本文化vlog和萌宠视频up主～,保密,6,True,bilibili 知名UP主,1,1337316,334,251
302338318,李炮炮儿,https://i1.hdslb.com/bfs/face/912830c3828a5f17960a16783d8e7f9687bddd6d.jpg,"感谢官方！
商务：xdwh258",保密,6,True,李炮儿官方账号,1,2197347,29,274
