owner_mid,owner_name,owner_face,owner_sign,owner_gender,owner_level,owner_verified,owner_verified_title,owner_vip_type,owner_follower_count,owner_following_count,owner_video_count
12716628,视界漫游局,https://i0.hdslb.com/bfs/face/62cec1eb9058a24d2d6b3730e77f787c6b68d65a.jpg,✈️足不出户，带你跨洋看世界！野生字幕君，严选全网最有趣海外Vlog。为你搭起跨越地球的快乐桥梁！日更求关注！投币拯救字幕君~?,女,6,False,,1,2432,895,121
421178217,月亮猹-,https://i0.hdslb.com/bfs/face/d11ce781c7b18d86881c43ac13197dfb94a8d330.jpg,"谢谢你成为我的勇气。做100条裙子就彻底离职！
粉丝裙:838210478，闲聊Q:957813150，合作➕v",女,6,True,bilibili 知名时尚UP主,2,418412,469,171
1849143498,武汉市精神卫生中心,http://i0.hdslb.com/bfs/face/7ff2e7e0c68d7c3d160225a705f955bc7ff0cbb0.jpg,,保密,2,True,武汉市精神卫生中心官方账号,0,394,14,115
2093327254,秦亦墨然,https://i1.hdslb.com/bfs/face/cb5703b4917ff2acd253e9522f641a7aeb673656.jpg,国防是外交最坚实的后盾,男,5,False,,0,8634,20,251
97077404,留声社,https://i2.hdslb.com/bfs/face/39b276671975783af54a96abe538a284fd047d23.jpg,"人类命运共同体·文明世界新秩序｜在留声社，与小镍一起全球吃瓜～
合作微信：yctmoe00",保密,6,True,bilibili 知名UP主,2,1126498,204,67
3493267601623311,许林芳企业管理,https://i0.hdslb.com/bfs/face/9319983629237160813a8818cb93f43b04ab8296.jpg,,女,5,False,,0,49305,3,1581
104628306,宣化上人说,https://i0.hdslb.com/bfs/face/61d12ddd7c846a4b95e9f55d5ceb6d835f2b9e94.jpg,分享宣化上人（宣老）开示、经典浅释等传统文化资料，详见主页合集，仅供个人学习和研究使用。,保密,6,False,,1,21710,60,312
295568661,亚力克山大,https://i0.hdslb.com/bfs/face/b5e3064a867ad6813022ad8d8c5d9380707ad8f1.jpg,国疯up，都别劝我了。商务+v非本人：ivymsbf,男,6,True,bilibili 知名UP主,2,974745,203,260
375255690,Linea松果,https://i0.hdslb.com/bfs/face/f629f4ecbf1ce5edbe0b6588bbf7331042fc2417.jpg,专注于智能望远镜的up，这里有关于智能望远镜Dwarflab和Seestar的各类测评、实拍、教程，没有套路~linea5188暗号干杯！,保密,6,False,,2,6307,271,208
9204521,耀祖哥,https://i2.hdslb.com/bfs/face/3f9cacc4286da76486497d152e7ecaa67eb0655e.jpg,盗视频的替我挡灾！8K高清区UP！音乐区UP！电影区UP！相声区UP！ 普法区UP！接视频修复商单！详细请私信！,保密,6,False,,2,263701,336,1393
518433986,辛里说,https://i2.hdslb.com/bfs/face/89d1e955489fc2b3cfa57b6ee62cd47955d45462.jpg,用中国文化之美照亮生活,保密,6,False,,0,43490,1,43
3546914725300503,AI视频教程_,https://i0.hdslb.com/bfs/face/d12d411d85da662a725753fd57ceacfc8baee4d9.jpg,大家好，我是一个沉迷“调教”AI的UP！致力于让AI从“看不懂”变成“玩得转”，拯救你的发际线和生产力！,保密,6,False,,0,149871,3,49
310906792,陈千语Sama,https://i1.hdslb.com/bfs/face/26506174d2f79d0db54222cc59dcdd441426c23e.jpg,世界破破烂烂，小企鹅缝缝补补,男,6,False,,1,29698,455,32
501642082,萧一白呀,https://i1.hdslb.com/bfs/face/753545c422513fb3bac9cbd9b4f855b3e7656f82.jpg,"素材已注册版权（私自搬运请考虑好后果）
正在更新（隧夜轮回）原创剧情，无小说
微恐怖 原创动画 悬疑",保密,6,True,bilibili 知名动漫UP主,2,1865284,10,284
3546978327726142,一纸漫,https://i1.hdslb.com/bfs/face/12317ccb5833ab76deed5e34df05f03a1fd45fa0.jpg,"新人简笔画博主
专注宝可梦领域
感谢大家支持！",保密,3,False,,0,6160,13,18
50447939,诡异陈黎,https://i2.hdslb.com/bfs/face/dca34d0f2b2184dff9a9861f8288c085b016eb01.jpg,素材已注册版权  催更群：1群：767029659，4群：1041926468   新人希望大家能多多支持！请勿搬运，违者必究！,保密,6,True,bilibili 知名动漫UP主,0,390714,108,128
3546385571907616,疯狂戴夫植物专家,https://i1.hdslb.com/bfs/face/62fe84afbf624721430f8abc0bebc3a965910dc5.jpg,这里是植物研究所疯狂博士，更新各种pvz搞笑视频，点个关注吧~,保密,5,False,,0,31871,32,489
2071388735,树冠上纹粼粼,https://i2.hdslb.com/bfs/face/172bce610790b63c249d1b0c5d476cee06afb420.jpg,"不怎么上线不用关注
非典型爱情 杂食
单机画画 爱家产爱生活",保密,3,False,,1,146,7,13
254720742,一只传奇的二哈,https://i0.hdslb.com/bfs/face/1f4543899c5658c8cc5b1c4d3fb3d6016507cc6c.jpg,我在这的意义 就是为了看蜡笔小新！头像：臭臭！爱种草，欢迎大家关注,保密,4,False,,2,1838,46,328
1004814622,奇遇原始人,https://i1.hdslb.com/bfs/face/8ef98fb5f2203565b057e547a6e8ddb7d1ad919c.jpg,喂！三点几，饮茶先啦！,保密,6,True,动画视频UP主,0,528487,5,1470
3537105221323406,属鼠沙雕动画,https://i2.hdslb.com/bfs/face/a6b98e4e1e2d4dcd7003cd03f4d9eae85fe253ad.jpg,,保密,6,False,,0,34838,4,194
1444233687,小清风漫谈,https://i0.hdslb.com/bfs/face/ffa70a2f53e3d9537cfed368e2ae9c04d8ee11b9.jpg,原创手绘请大家多多支持！裙：107750005,保密,6,True,bilibili 知名UP主,0,778634,20,345
1698454830,奇遇逍遥,https://i0.hdslb.com/bfs/face/32418415fcd350a7edb39b1fa217e96c57a1d683.jpg,"企鹅已授权，正在更新《大王别这样》
注意:搬运必究!!!
想看小说的，直接QQ阅读搜这名字即可～
关注+点赞=动力，感谢支持!",保密,6,False,,0,38646,34,135
1849477790,大口大口吃米饭,https://i2.hdslb.com/bfs/face/4d92b9a6f66b3904f2ceef0c714bf2ba6cff5396.jpg,耶嘿耶嘿嘿！+(= u =  ）,保密,6,True,bilibili 知名UP主,2,1352190,826,306
1072365089,春卷批发商,https://i2.hdslb.com/bfs/face/72b69b8efe642eb46822980f371c070b9c12af69.jpg,可以直接叫我春卷(◦˙▽˙◦）,保密,5,False,,1,280,1303,9
3546964893370390,左手动漫-三角洲行动,https://i1.hdslb.com/bfs/face/1508e0aa513009c1f3e8d102250d5f583ee9a94f.jpg,高质量动画作者 找战神服务浩：纯欲风护航  30M以上看服务浩（动画游商行）,保密,6,False,,2,124135,23,40
660217869,只鱼动漫,https://i0.hdslb.com/bfs/face/535ba63b27ec0737606634101faae052a75d4727.jpg,谢谢喜欢！努力日更~,女,5,False,,2,49003,9,108
1263688319,布墨迹动画,https://i2.hdslb.com/bfs/face/cd8158f49224e07300b0345f6cfcc1be1cba196b.jpg,"✨很抱歉，前面剧集已成对面独家短剧
✨正在更新-长生【我在大明的那些年】
✨布莱传媒【合】MJ530K0
",男,6,True,bilibili 知名动漫UP主,0,328617,15,240
41291201,yakeso_,https://i2.hdslb.com/bfs/face/57a8b1bcfa95a60d89139a6670246d25145e61d6.jpg,原创系列QXU01。我是夜草，正在努力地把那个世界的故事搬到这里来^O^,保密,6,True,bilibili 知名动漫UP主,1,1257455,90,83
351729539,dy灰咕郎,https://i2.hdslb.com/bfs/face/435e8c3d06c178136ebbcf42488b40d04a97c177.jpg,"灰咕郎与小管理员
咕咕嘎嘎的AI练习日常",男,2,False,,1,158,20,12
3546577725556915,已停用的九鸟,https://i1.hdslb.com/bfs/face/1f2329793d72faabb6115d735563b27bd5aa57ad.jpg,"主更错暑二
时不时会出一点洗衣/搬家组",保密,4,False,,1,103,26,7
54993801,卡巴诺,https://i0.hdslb.com/bfs/face/05056ad070ed86a75f64f1fc82feb81a80df76ec.jpg,在苍蓝的光中拥抱着只属于我的生命,女,6,False,,1,369,1327,16
3546800801712886,丹青动画,https://i1.hdslb.com/bfs/face/f83b9cb9a9eb4c345eefc1c75fe3c7724482ec01.jpg,正在更新：起点读书《新任大师兄》,保密,6,False,,0,37447,6,57
