owner_mid,owner_name,owner_face,owner_sign,owner_gender,owner_level,owner_verified,owner_verified_title,owner_vip_type,owner_follower_count,owner_following_count,owner_video_count
456064813,好奇的珜,https://i1.hdslb.com/bfs/face/2367e06f1225cde2626c52b403b9088e91afc19b.jpg,拆解和分析我们每一个平凡的事和物，愿我的视频能够帮助屏幕前的你和我，合作：cqkjxyxx（备注来意，不教学）,保密,6,True,bilibili 知名UP主,2,412293,201,61
1184821832,杏林书院,https://i2.hdslb.com/bfs/face/cc7199cb7edb3ecb3414828571214941c3cee38b.jpg,热爱生活，热爱健康,女,6,False,,0,40005,8,398
6316834,小研究-,https://i1.hdslb.com/bfs/face/97421f974c492f6e128cbfb10371939a0dc16745.jpg,"剪点好玩的
视频是二创 仅供娱乐请勿模仿哦
你的三连就是我最大的动力！",保密,6,False,,0,117298,56,53
3546934193163074,故事铸造厂,https://i2.hdslb.com/bfs/face/356d710fcce9a31cff88b66eebe3bcbfc257405c.jpg,"啥都说一点
来这里准没错
持续更新，谢谢关注",男,3,False,,0,844,73,13
3546783382768254,军武库阿,https://i0.hdslb.com/bfs/face/4b84e9854007a64fbac8190bbadf51af542de6b5.jpg,,保密,3,False,,0,509,7,60
504062674,宇宙观察,https://i1.hdslb.com/bfs/face/7802dc452557e58f3e082f9de4b2345f41a662bd.jpg,联系yqz1797183944,保密,6,True,知识领域优质UP主,1,105272,91,1031
3546574076512893,小枫科普馆,https://i0.hdslb.com/bfs/face/c28ba106605066b6558fef0cad451feb81f37bfe.jpg,"每天科普一些有趣冷知识～
会持续更新！",男,4,False,,0,15644,4,400
522653994,大象新闻,https://i0.hdslb.com/bfs/face/004082fc2ecfba940f63416685741aad721a37be.jpg,河南广电大象新闻官方账号 报料电话0371-6588 8888 邮箱daxiangbaoliao@163.com 商V：DAXIANGMCN,保密,6,True,河南广电APP官方账号,1,1812311,77,38203
3494378467232303,今视频长天新闻,https://i2.hdslb.com/bfs/face/4c43273d403a2fa1d132f0b04fa46531dba81ac5.jpg,给个关注吧!,保密,6,True,江西广播电视台今视频,2,51858,17,7037
1390829728,第1眼新闻,https://i1.hdslb.com/bfs/face/914ece4841501916565a009b50787ad0a965529e.jpg,醒时捕光，睡时捉梦，不如遇见你三生有幸。,保密,6,True,重庆第1眼官方账号,0,109757,29,23252
1685024055,star星视频,https://i0.hdslb.com/bfs/face/f1f7dca9254a7cbe8015d64b78091ddfeada43f1.jpg,立足湖南，辐射全国，做最好的短视频媒体,保密,6,True,星视频官方账号,0,358613,11,130380
434967552,华商报,https://i0.hdslb.com/bfs/face/a2ba15d7c897d9514ef612b559dbb269672b3070.jpg,努力做成B站网友最喜爱的权威党媒，来关注吧！,女,6,True,华商报官方账号,1,131964,8,13993
434718685,新派世角,https://i1.hdslb.com/bfs/face/1a92614dc4917a1f0641c3cfbad33f842baf7930.jpg,潍坊市融媒体体中心官方媒体账号 新闻邮箱：wfmckxp@126.com 欢迎广大群众提供新闻线索！,女,6,True,潍坊市融媒体中心,0,18731,6,10326
6250993,看看新闻Knews,https://i1.hdslb.com/bfs/face/79fe6ed562aa91a77abb2c32f8183319deea2f6f.jpg,叩击时代！新闻，也可以吐槽,保密,6,True,看看新闻网 官方账号 ,1,378823,34,20649
1639675600,冀时新闻,https://i1.hdslb.com/bfs/face/ab9108a31cdc1cdc0c672ed043228f3168a7472a.jpg,,保密,6,True,河北广播电视台官方账号,0,31817,8,21147
506746320,广东民声热线,https://i0.hdslb.com/bfs/face/d6b504608776b55ba49122e528b599c3d0f53614.jpg,VX小程序搜索“广东民声热线”投诉报料 24小时投诉报料热线：020-36235999 20年专注解决投诉难题，一直在努力，让投诉简单点！,保密,6,True,广东广播电视台《广东民声热线》官方账号,0,29469,6,1550
526890129,红星视频,https://i0.hdslb.com/bfs/face/f23519752b83a2a79b789c7a1770a6984de6e018.jpg,给大佬们比最红的心，做最棒的新闻！,保密,6,True,成都商报红星新闻官方账号,1,304549,87,49015
508654880,封面新闻,http://i2.hdslb.com/bfs/face/91abfca084ef231d22ed9cb01cf106b9a9ab9613.jpg,关注我，带你解锁更多看新闻的方式！,保密,6,True,封面新闻官方账号,0,111582,10,5481
189866857,国防时报TV,https://i1.hdslb.com/bfs/face/b9b52e8399b0e6e3905055bccf3864665a17f74c.jpg,《国防时报》创刊于1989年1月5日，全国公开发行。我们的征程，是星辰大海！合作投（gao）稿（shi）请戳私信 →_→,保密,6,True,国防时报官方账号,2,1946952,341,5291
3537121738492513,鹤壁新闻网,https://i1.hdslb.com/bfs/face/554db238b98b3d2edbe45561b5e9b7bad6fd755d.jpg,时叩窗隔，关注我，掌握第一手新闻资讯！,保密,6,True,鹤壁新闻网官方账号,0,33959,3,4466
482647474,小莉帮忙,https://i1.hdslb.com/bfs/face/883a61fcf94687129d7a0c9f1252a660626d6244.jpg,"河南广播电视台民生频道《小莉帮忙》栏目
如果您需要帮助，可以私信留言呦！写下内容和您的联系方式！",保密,6,True,《小莉帮忙》官方账号,2,200687,285,3977
1905206817,洛阳网,https://i0.hdslb.com/bfs/face/be5fda9b235f5dd366d993360b379e6f8b0ea0cd.jpg,,保密,6,True,洛阳网官方账号,0,113470,1,18488
1059208559,云南日报,https://i2.hdslb.com/bfs/face/9d1b221f97233eb29b871c68c438815fd7078ac3.jpg,,保密,6,True,云南日报官方账号,0,53233,60,880
1955655610,九派新闻,https://i1.hdslb.com/bfs/face/ac42be516c24a31ff9be5ef8567c2bc794eab8f9.jpg,新闻爆料、商务合作、聊天吹水、调戏派派请私信~~,保密,6,True,武汉晨报旗下九派新闻官方账号,0,347111,226,7476
