owner_mid,owner_name,owner_face,owner_sign,owner_gender,owner_level,owner_verified,owner_verified_title,owner_vip_type,owner_follower_count,owner_following_count,owner_video_count
3691011807119798,一口喵乐兹,https://i2.hdslb.com/bfs/face/02080224e198a2fdae2bf894e671bfb79d6880e2.jpg,"十猫麻麻  & 勤快喂饭的猫猫侠
分享猫猫有爱日常
投喂 | 绝育 | 救助 | 领养
每个猫猫都值得被爱",保密,3,False,,0,2702,8,14
3632317539027132,云梦泽的舟,https://i0.hdslb.com/bfs/face/2242eaf8df39c0821fc6ec30b0c18ebc0518f39b.jpg,"世间美好与你分享，欢迎投稿ʕ ᵔᴥᵔ ʔ
所以素材均来自粉丝投稿，侵联删！",保密,5,False,,0,1409,1,165
1463519331,隔壁老李的矿山日记,https://i0.hdslb.com/bfs/face/fee8a5126d3c24c9550192be83491c2a58ce4986.jpg,"微信：Bqr214
记录创业失败后的重生之路
开局一条狗
 ",保密,6,True,bilibili 知名UP主、2023年度巅峰主播、2024年度巅峰主播,1,365914,100,965
3546930600741677,喵喵喵meme,https://i2.hdslb.com/bfs/face/30b5c50c44c955790a9711cbd2d49e24953c02d9.jpg,"猫meme小剧场
现在关注以后就是老粉啦！",女,5,False,,0,34523,1,209
1091734826,家有猫猫猫和猫,https://i2.hdslb.com/bfs/face/da20e36eb7aa22a3e1bd3d446121384d666bf621.jpg,"四只猫的日常分享～
没礼貌的我不惯你，你骂我我会回骂（本人攻击性极强）
",女,5,False,,0,18121,3,44
7402808,平行世界猫咖,https://i2.hdslb.com/bfs/face/d4c4f4f328570c259d639522b7b0d1743ea86ca1.jpg,"展开↓
北京第一家流浪猫救助猫咖创始人(创始于2018年)
中国小动物保护协会成员
全国大学生猫协救助联盟主席团主席
小猫谷旅游度假区创始人",男,6,False,,2,40793,199,32
2073175399,村里的燕子,https://i1.hdslb.com/bfs/face/df4492cef60b7ac4338d3cc966ce9dcce5ff142c.jpg,在村里养鸡，分享农场小动物的日常。 有名字的动物都是我的宠物或者农场优秀员工，获得报恩豁免权。,女,6,False,,1,90899,30,1266
1722314110,猫猫派掌门,https://i1.hdslb.com/bfs/face/660c9e1de3cafd07ec87dbecae5a56917832e383.jpg,"感谢喜欢！这里是林克小狗和猫猫们的日常
-----Link，和世界link-----
按钮只是消耗脑力的互动方式
肢体语言才是更快捷的表达",保密,6,True,bilibili 知名萌宠UP主,0,231980,102,202
3546915106982477,胖橘变装元始天尊,https://i2.hdslb.com/bfs/face/8a0c34d31efd3b4f28f5b2b21ea12ef7b9ce44cc.jpg,"想学习可V：AI202517888
全平台有号，勿扰~",保密,4,False,,0,30734,12,138
1183747822,猪罗纪的小伙子们,https://i1.hdslb.com/bfs/face/70f70b2d6a76748737ba8baf01098642d274e2b8.jpg,猪罗纪v：ZLJ1030888 ,男,5,False,,1,20388,13,45
1251232326,樱花盛开的时结,https://i0.hdslb.com/bfs/face/30163a99b9be84f9afc49e926eedef3b2dca8a03.jpg,,保密,4,False,,0,137,65,11
3546392112924746,钢琴曲黄昏舞,https://i2.hdslb.com/bfs/face/a40e1c064a44190321279a6065cb19d33966f5f5.jpg,ⓘ该账号封禁中,保密,5,False,,1,2415,751,157
92850496,变形菌纲,https://i1.hdslb.com/bfs/face/ea738327128e06d5c43e21a3e3991b904c0ae56b.jpg,野人厨房记录，爱做表情包食物和萌物，时不时做点痛饭。邮箱：bianxingjungang@qq.com（合作请备注品牌）,保密,6,True,bilibili 知名美食UP主,1,289784,38,193
693399137,小猫Milo,https://i2.hdslb.com/bfs/face/2d66488945bcbe5603d73683c865179fcaac4918.jpg,,保密,6,False,,2,4273,81,38
3546706379540492,云优影视,https://i2.hdslb.com/bfs/face/d8e1a0c8c5e1e54625e3a20bcd7b5b190aaa0f0a.jpg,,保密,2,False,,0,2019,2,189
1420118969,穿拖鞋的白猫,https://i2.hdslb.com/bfs/face/584ba84ab1d14de7326020dde101b9ba538ee85f.jpg,圣火喵喵,保密,6,False,,1,66795,17,519
3632307271371561,刘小鹿是小鹿6,https://i0.hdslb.com/bfs/face/7d5b5a0aecaafc3462fd39fa7e5bc7a2c1a1d331.jpg,"君子和而不同
我有很多狗和很多猫，狗都是买的，猫都是捡的
任何平台都不接任何捐款，不做领养，别被骗",男,6,False,,0,94120,5,18
191528905,幸运喵咪,https://i1.hdslb.com/bfs/face/343ea80c7a6694c93031ae8bf72c1f93b2368f69.jpg,"喵喵喵，up养了两只狮子猫，
大咪叫“幸运”，小咪叫“银子”。
平时会分享一些猫咪的日常，
希望大家喜欢哈(=^ω^=)",保密,6,False,,1,4547,34,301
289070684,小猫吉妮,https://i2.hdslb.com/bfs/face/f3981889e3056e56a6e3fc1dc3be4d6ce2595806.jpg,吉妮（小橘猫姐姐）｜  沐沐（小三花妹妹）｜   Papa（美短银虎斑） ｜   Mama（橘猫）,保密,5,False,,1,15194,7,121
3546901259487947,韩阳和店里的小流浪们,https://i2.hdslb.com/bfs/face/5f9ba2beb781245c6a6b5627477a863fe29ae5dc.jpg,"烤肉店老板一枚，能力有限别道德绑架
现在烤肉店门口有10多只猫咪啦
感谢大家支持
小猫在哈尔滨市黄河路306号拾酒烤肉（会展店）",保密,2,False,,0,12549,1,69
1551082486,小狗捡我,https://i1.hdslb.com/bfs/face/791cced49fbf86af81c2a5577245113b35e401c9.jpg,"是我捡到了小狗，也是小狗捡到了我
全平台同名",女,6,False,,1,52828,45,375
80314716,Nothing源,https://i0.hdslb.com/bfs/face/37fc923c1a7db6a18a37e36333dbc60f18b98bf9.jpg,个性？不存在的,男,6,False,,2,168,70,35
9876663,天天吃吃吃吃茶叶蛋,https://i0.hdslb.com/bfs/face/b42f10f254917c00b3040930273935d7e5e3793c.jpg,大哈粉丝，切片剪辑已获得同意，喜欢可以关注@哈仔十一@猪王叶妹的朋友圈@猪罗纪的小伙子们,男,2,False,,0,91,9,10
483950262,你不认识我啦啦,https://i0.hdslb.com/bfs/face/77e4a7e24e46947dcd3e9ac61346523daa9b16d4.jpg,狗狗万岁,保密,5,False,,1,367,35,292
510950807,线线豆豆的小事,https://i2.hdslb.com/bfs/face/f1b39e0bebd1211db7e12e16cb51acf6f560aa1e.jpg,"世界纷纷扰扰线线闹闹什么是真实
淘宝：线线豆豆的神奇口袋
其他：线线豆豆的小事",保密,6,False,,2,33780,225,1621
487547787,满架蔷薇一院香sun,https://i0.hdslb.com/bfs/face/d2307f700c9379baa4af34e0a47f97d069f528bc.jpg,爱好种花养草的85后老阿姨一枚。平时喜欢用自己的破手机发一些“糊视频”。,女,6,False,,1,527,76,1544
520453714,HW有只恶霸叫坦克,https://i1.hdslb.com/bfs/face/e7b67c0192bf95f46ccf1b890868860242aeefd6.jpg,"坦克：一只憨憨的恶霸犬弟弟 希望能给大家带来快乐
幼犬请私信",男,5,False,,0,8583,3,795
354858103,喵咪汪汪饼,https://i1.hdslb.com/bfs/face/4407e30f79adc2c2fce397b01269a13218f174c7.jpg,R.,女,3,False,,0,3515,1267,424
1402374300,胖虎不是爷,https://i0.hdslb.com/bfs/face/400e5913035f1209ed3db6af23d6b9516679df91.jpg,"萌宠：胖虎（灰桃阿拉斯加?2019.4.24）
生活搭子：欧小p
“记录和胖虎生活的一辈子”
胖虎的视频禁止搬运，侵权必究！！",保密,6,False,,1,129463,2,122
581854869,重庆陈泽华喵汪家园,https://i0.hdslb.com/bfs/face/6756a036c3eb5ed518029a54d5204879aa65f813.jpg,帮帮的朋友看这里！！！绿色的大泡泡 nbd可以更好1123 （去字）直接蓝色帮帮 只付饱 15023（陈泽华）797535   谢谢大家,女,6,False,,1,32078,13,2373
3537113112906193,腊肠是金条,https://i1.hdslb.com/bfs/face/45e10c16e962d65f407261c8ad1760ddd129551a.jpg,,保密,0,False,,0,166952,1,222
3461582166166488,识万物_,https://i0.hdslb.com/bfs/face/488025819d4f2fc27e87b2ba16f3cc2224ed6437.jpg,商务v：Ls695435 注明来意！！！,保密,6,False,,1,754048,14,688
3546699326819213,晨阳酱世界,https://i2.hdslb.com/bfs/face/3103c0c254e6eec06d9e405b67674ee5d00f18f9.jpg,喜欢小动物，,保密,5,True,晨阳酱世界官方账号,0,32544,14,612
43484780,蒙哥马利愛学习,https://i2.hdslb.com/bfs/face/e13340353698301f500dc66a0328d1a8e38c9e75.jpg,"年轻人自己的动物世界！
视频主打温暖治愈和助眠！
XV:zmzs522
（视频素材均来源于网络，版权和赞美属于原作者，如有侵权请联系删除）",保密,6,True,bilibili 知名萌宠UP主,2,713151,61,556
1658720232,嗨皮动物园长,https://i0.hdslb.com/bfs/face/7339bf8b645abf5e9f9aecf565f438c55c19e9ee.jpg,,男,6,False,,0,94003,16,212
1870883193,猫后生,https://i0.hdslb.com/bfs/face/2314ea25bbc2252b8e1e342893725d19fdc3bbff.jpg,感谢您的关注！V：MHSPYX,男,6,True,bilibili 知名搞笑UP主,1,1153427,54,542
1335713025,知了解压萌物,https://i0.hdslb.com/bfs/face/a1c04363e92cdc30fadc578a57a25447a3694583.jpg,分享解压有趣的自然故事，非严肃科普。仅在B站独家更新~工作V：zhiliaojieya(请注明来意),男,6,True,2025百大UP主、2025年度公益UP主、知名UP主,2,4363809,147,181
432435922,萌宠记事本c,https://i1.hdslb.com/bfs/face/4cd24397da2e2293534872775b8d444e4318fa0d.jpg,欢迎来到我的萌宠动物世界,女,6,False,,0,53603,5,255
8779879,Coulson不讲李,https://i1.hdslb.com/bfs/face/b37f1445893df7d158856a22a69d593108db2c54.jpg,"ᐕ)⁾⁾拥有有趣的皮囊和有趣的灵魂
商务V：Coulson101（非本人）",男,6,True,bilibili 知名UP主,2,1340663,240,159
107762251,十四毅,https://i1.hdslb.com/bfs/face/c87de4dfa33ba30c79c9628b3f8069d47eddb6b4.jpg,开心了就笑，不开心的时候，看了我的视频再笑哦，希望大家都能快快乐乐,男,6,True,bilibili 知名萌宠UP主,1,313817,312,1197
512251078,萌宠兴兴,https://i1.hdslb.com/bfs/face/1496caccaea826e53d1562e6b3d839cc9b5182f2.jpg,,保密,0,False,,0,5448,3123,96
3546956397807795,小七吖爱追剧,https://i0.hdslb.com/bfs/face/d593de62a7f823242ad15f85be036f39ee802c38.jpg,授权视频评论区置顶看完整版！如有侵权请私信删除，手下留情，万分感谢！！！,女,4,False,,0,682,6,938
391031993,-小大象-,https://i2.hdslb.com/bfs/face/b6573b539089b8dd84afd6139da0958cca30270f.jpg,,保密,5,False,,1,29720,71,36
3691005670853014,欧阳F雪,https://i0.hdslb.com/bfs/face/member/noface.jpg,,保密,3,False,,0,254,0,114
3546594695711136,娱乐磕代表,https://i0.hdslb.com/bfs/face/ee9075dc7b9446c80b0a85fa4da6438a21ed9456.jpg,感谢宝宝们的喜欢?       只有b站平台～商务（非本人）：popoyun15158,保密,5,False,,0,2587,0,219
1481344732,我们都是社畜,https://i1.hdslb.com/bfs/face/a237f095d1b548ffe821dfe84b22446467aa3f96.jpg,用野生故事治愈致郁的我们。,保密,6,True,bilibili 知名UP主,2,1072037,157,157
3546850047036277,bili_94969937422,https://i0.hdslb.com/bfs/face/member/noface.jpg,随便发发。。。,保密,5,False,,0,17419,1,1774
3546835058690911,心迹不是屑,https://i1.hdslb.com/bfs/face/e1b1b4542624cac9c4b2db50f96532e6f50daf71.jpg,人生无常，大肠包小肠,女,4,False,,0,4258,116,6
3493118445881591,pan潘1983,https://i2.hdslb.com/bfs/face/e68a79ac6180e98727e73df7eb668ab865a98a1f.jpg,喜欢每一个黑白萌团子，现在骗子太多了，本人从不主动联系粉丝，大家注意防骗哦！,女,5,False,,1,2748,5,4277
30715561,快乐就宇,https://i1.hdslb.com/bfs/face/53f139d3b4f16c696aedb9a8fbbc60182f82b579.jpg,宅,保密,6,False,,1,914,50,478
286186313,什么都沾的星垣矢人,https://i2.hdslb.com/bfs/face/6856dd023066e127cf22238770d07f1c7842f6c6.jpg,生活边境无穷无尽， 拍摄设备由尼康p900s升级到尼康p1100啦！感谢关注！！！（不用充电捏！不用充电捏！不用充电捏！）,保密,6,False,,2,102094,1865,91
550953030,呦吼王大大动物世界,https://i0.hdslb.com/bfs/face/7391480a4cdd536be88c6dec14c984b4b8d75138.jpg,感谢关注～weiking0414,男,4,False,,1,16089,28,104
3461572561209886,山间雾茫茫,https://i1.hdslb.com/bfs/face/9bae2f9b71a4074a50d680085d80397fe22f60bd.jpg,感谢关注,男,0,False,,0,130,0,52
261605664,voiceoftrance,https://i0.hdslb.com/bfs/face/0de7d75c362dd7269c82f0e8a62ef4138fbce518.jpg,,保密,5,False,,1,114,691,26
3546663234832491,奇趣萌物世界,https://i0.hdslb.com/bfs/face/9dec8707a4381106c48de8a671edab75fa49b664.jpg,"承蒙厚爱，感谢支持
关注三连走起，分享你我快乐
上周有粉丝关注我后竟然中了大奖",女,4,False,,0,9122,15,256
667048763,Qaz5tgb7ujm,https://i2.hdslb.com/bfs/face/a85841d3954f3209884f9ee6f257603458deca5f.jpg,"本人三岁小孩，请别较真
喜好闭关，勿扰",保密,5,False,,2,54,221,85
3537108782287506,Onkera_安可,https://i0.hdslb.com/bfs/face/27e3366bd2705ecc9d8202c0142d86552d117e50.jpg,老夫一生作恶多端 ꒦ິ^꒦ິ看完安可的视频从此罪孽一笔勾销＼(>o<)ノ人生幸福平步青云✌︎( ᐛ )✌︎,保密,4,False,,1,940,40,18
3690997846378614,重返狼群在线,https://i0.hdslb.com/bfs/face/member/noface.jpg,,保密,2,False,,0,665,0,1
3493277818948159,小帅花叶小熊熊,https://i1.hdslb.com/bfs/face/5afea3ca9967da80618e6875a3c0487934b41bd5.jpg,喜欢大熊猫，最爱的是花花、和叶,保密,5,False,,0,1471,4,1546
1498865868,immiajessie,https://i0.hdslb.com/bfs/face/24451fc87d7466b7dff53f39afeca305716862b8.jpg,,保密,6,False,,1,1422,124,4576
3546596438444682,阿布爱熊猫,https://i0.hdslb.com/bfs/face/9b0c9e54a46138191cd5c48b16d3d4ee84910f60.jpg,"爱熊猫
分享熊猫
一起爱护大熊猫",保密,5,False,,0,2448,9,1487
484412809,白白姐看熊猫,https://i1.hdslb.com/bfs/face/f86616298bd299dcb19c5b0272516363e0f5e038.jpg,,保密,6,False,,0,15325,3,2186
421653798,猫盟CFCA,https://i0.hdslb.com/bfs/face/5372e3d0c71a994d16948f503c179077e1a9bbbf.jpg,大猫之力！用科学守护中国野生十二猫，赶紧康这里！,保密,6,True,猫盟CFCA官方账号,0,26510,12,234
302478054,七仔小王子,https://i0.hdslb.com/bfs/face/fe1143057755bf4e0736f7af56f0041a4d3f21a8.jpg,七仔小王子现居陕西楼观台秦岭四宝科学公园。,保密,6,False,,0,11983,28,2935
3546588330854417,猴大嫂,https://i2.hdslb.com/bfs/face/352f82b788e2998e91374aea1b19919362ca844d.jpg,大山野生猕猴分享,保密,5,False,,1,48120,7,2159
4009946,魅惑白豚鼠_21,https://i2.hdslb.com/bfs/face/64c7cb7e277888ed1e76b64de17d2028ba2ad6c5.jpg,大家好我是,保密,6,False,,1,64,73,5
19450711,Yae_殷,https://i1.hdslb.com/bfs/face/b2d991b234d6301054225f8896092103a3916d39.jpg,"Per Aspera Ad Astra
",女,6,False,,1,204,140,71
3706924572871415,花枝与狗,https://i2.hdslb.com/bfs/face/bbf6c305165883ed529c82d693799bd8e1aea04d.jpg,"家有18小花枝
  另一个星球坨坨（小比熊）木兰兰 乐佩佩 茉莉莉",保密,2,False,,0,50,2,40
55972937,蠕动的小鑫哥哥,https://i2.hdslb.com/bfs/face/50a9189e5ad345eaab7432537c9c07c2be2ac0c7.jpg,"各位靓仔，靓女中意我不要忘了关注一下~
入爬~饲养方法~免费咨询：rddsj666",男,6,False,,1,193733,10,3138
3493094674663708,w白灵bailingw,https://i1.hdslb.com/bfs/face/c2fb955bba79dc368996548fd92546810c7b9356.jpg,养了4年的狗屎巴西龟，真的是死掉了,男,5,False,,1,313,449,40
432265173,何山爱龟说,https://i0.hdslb.com/bfs/face/83d91f897721234208557697a6bfa313524e519a.jpg,-IUCN国际自然保护联盟龟类保护组成员 -USC南加大商学院学渣 -非专业空手道演员兼相声选手,保密,5,False,,0,36481,4,148
623616322,浩言Zz,https://i1.hdslb.com/bfs/face/45a5cf795e83b5b6034d6c4a760619eebbdba607.jpg,"禁止搬运二次创作
本人B站唯一账号",保密,6,True,萌宠博主浩言,0,60827,9,1290
3546872413161852,解压艺术馆,https://i0.hdslb.com/bfs/face/member/noface.jpg,,保密,5,False,,0,18906,9,321
23105182,泠久玖,https://i1.hdslb.com/bfs/face/2e72d22df87092db054bb6a659dfa37d059b6bf1.jpg,记录傻八哥漏洞的日常生活。,保密,6,False,,1,626,292,111
21017656,空是天空的空,https://i1.hdslb.com/bfs/face/04fe009966158ee9584e7b50d1c3b78c7de3ed15.jpg,在用的平台都同名，地球上最弱的画手，喜欢任何形式的创作！整活带师。超想进步，欢迎关注！,男,6,False,,1,1689,962,72
22363872,Hoooooooooooooot,https://i0.hdslb.com/bfs/face/4d4374e4c731bdc381b20c37febbdd94e752f4c9.jpg,周末更新，喜欢就点个关注吧（—▽—）ﾉ,男,6,False,,1,1624,221,190
28214006,猴掌门MonkeyMonster,https://i2.hdslb.com/bfs/face/eb581c86410d6426ef4eb82680bf25f8d7d54f4a.jpg,"爬宠入坑14年骨灰级老玩家
欢迎交流hzm149149",保密,3,False,,0,478,21,164
701291691,Caesar-Cat,https://i0.hdslb.com/bfs/face/0f9a4b521b4c67ab97be81f8c8bb39ba8c678514.jpg,全网同名Caesarcat,保密,6,True,Caesarcat官方账号,2,703084,156,298
1682439379,爱玩具的大成,https://i1.hdslb.com/bfs/face/47b2ed8bfffdb5aa15c5a64322f4a11f7d7f6c0b.jpg,一个热爱玩具的大男孩,男,6,False,,0,293269,4,1357
1810314989,宠物争霸,https://i2.hdslb.com/bfs/face/776b031e2c6cc8c2c4f09e1d99684888d16f9496.jpg,"蹲崽崽：ChongWuZhengBa
观察小动物的频道
",男,6,False,,0,93964,437,446
3546795672079005,Hollybaby家的三花米努特,https://i0.hdslb.com/bfs/face/3e0dd8674797323806f9a974f5180b219c6db1d0.jpg,一个超级喜欢小猫的蠢萌妹子两栋独栋别墅占地二万多平繁育四万多只不同品种的小猫咪,女,6,False,,0,87872,19,3993
1364908771,芋泥波波奶茶杨枝甘露,https://i0.hdslb.com/bfs/face/member/noface.jpg,照顾仓鼠的顶级保姆,保密,2,False,,0,19,12,31
3494354557602361,不会养虫是屑,https://i1.hdslb.com/bfs/face/b16b6a20aa50f7c0c851acdc805a9705025565c5.jpg,成分复杂,男,5,False,,0,430,333,145
536285450,劳斯磊,https://i2.hdslb.com/bfs/face/b99638a0ca217d31c05d12e4e40072f08e5b21ab.jpg,"服务超豪华品牌十年
尊贵的永远不是车而是车上的人
带您欣赏每一台车❤️",保密,5,False,,0,17413,0,11
539418077,车祸警示录,https://i2.hdslb.com/bfs/face/25ceda177630381d70a679b49b484539f46362ab.jpg,这里有最新的交通事故资讯｜公众号投稿：车祸警示录｜生命无二，警钟长鸣 ,保密,6,True,bilibili 知名汽车UP主,2,1984800,80,1869
273710185,桉慕然,https://i1.hdslb.com/bfs/face/b014ed0f53c5251b2bbb8e67b33dd3a07251e995.jpg,"投稿渠道/网易邮箱:anmurandsg@163.com或者【公众号搜索桉慕然并关注】即可投稿
小号:桉慕然的新英雄",男,6,True,bilibili 知名汽车UP主,2,148516,152,310
