bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
BV1SVDpBzETq,author_expand,owner:928123,2026-04-10T12:21:43.866880+00:00,2026-04-10T12:21:43.866880+00:00,928123,33,2026-04-10T10:00:01+00:00,1371,10969.0,owner:928123
BV1vkDpBSEzF,author_expand,owner:928123,2026-04-10T12:21:43.866880+00:00,2026-04-10T12:21:43.866880+00:00,928123,33,2026-04-09T13:30:02+00:00,1471,459644.0,owner:928123
BV1EKDbBzEYc,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,184,2026-04-10T12:05:00+00:00,174,1311.0,owner:7584632
BV1fKDbBBE3T,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,184,2026-04-10T12:04:02+00:00,147,937.0,owner:7584632
BV1nwDbBGEaa,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,184,2026-04-10T12:03:02+00:00,87,1036.0,owner:7584632
BV1FADbBrEpc,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,184,2026-04-10T12:01:02+00:00,50,1842.0,owner:7584632
BV1wmDHBtEvw,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,180,2026-04-10T12:00:02+00:00,2777,41016.0,owner:7584632
BV1AfDrBQEDe,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,180,2026-04-10T10:39:02+00:00,1532,2026.0,owner:7584632
BV1yfDrBQEj4,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,180,2026-04-10T10:38:02+00:00,1560,1197.0,owner:7584632
BV1yfDrBDE74,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,180,2026-04-10T10:37:02+00:00,1526,1466.0,owner:7584632
BV1yfDrBDE4A,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,180,2026-04-10T10:36:02+00:00,1560,1350.0,owner:7584632
BV1yfDrBDEVu,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,180,2026-04-10T10:35:02+00:00,1559,1110.0,owner:7584632
BV1yfDrBDELy,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,180,2026-04-10T10:34:02+00:00,1560,1310.0,owner:7584632
BV1WfDrBQEEv,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,180,2026-04-10T10:33:02+00:00,1560,1078.0,owner:7584632
BV1yfDrBQEvG,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,180,2026-04-10T10:32:02+00:00,1559,1331.0,owner:7584632
BV1CfDrBDEZ9,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,180,2026-04-10T10:31:02+00:00,1559,1149.0,owner:7584632
BV12XQwBjEXp,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,184,2026-04-10T10:30:02+00:00,61,1007.0,owner:7584632
BV1PfDrBQEHr,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,180,2026-04-10T10:30:02+00:00,1559,1596.0,owner:7584632
BV1HgDWBhEZh,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,178,2026-04-10T10:08:26+00:00,2903,2320.0,owner:7584632
BV1HgDWBhExB,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,178,2026-04-10T10:08:11+00:00,2956,1241.0,owner:7584632
BV1qBDpBpEQr,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,178,2026-04-10T10:08:00+00:00,2974,1120.0,owner:7584632
BV1HgDWBhEUD,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,178,2026-04-10T10:07:49+00:00,2961,1147.0,owner:7584632
BV1qBDpBpEeE,author_expand,owner:7584632,2026-04-10T12:22:18.401987+00:00,2026-04-10T12:22:18.401987+00:00,7584632,178,2026-04-10T10:07:24+00:00,3027,2292.0,owner:7584632
