board_rid,board_name,board_rank,bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
0,全站,1,BV1rtDRBJE7s,rankboard,rankboard:rid=0:rank=1,2026-04-14T11:45:39.156567+00:00,,3546749647980910,242,2026-04-12T19:19:53+00:00,542,1800680.0,"rankboard:rid=0:rank=1,https://www.bilibili.com/v/popular/rank/all"
0,全站,2,BV1YFQPB8Ee2,rankboard,rankboard:rid=0:rank=2,2026-04-14T11:45:39.156567+00:00,,3546921513782109,138,2026-04-10T15:59:18+00:00,242,19273084.0,"rankboard:rid=0:rank=2,https://www.bilibili.com/v/popular/rank/all"
0,全站,3,BV1YAQPBtELc,rankboard,rankboard:rid=0:rank=3,2026-04-14T11:45:39.156567+00:00,,16054375,22,2026-04-11T04:00:00+00:00,305,5631267.0,"rankboard:rid=0:rank=3,https://www.bilibili.com/v/popular/rank/all"
0,全站,4,BV1nmQABzEX5,rankboard,rankboard:rid=0:rank=4,2026-04-14T11:45:39.156567+00:00,,5836069,17,2026-04-11T02:00:00+00:00,329,4197306.0,"rankboard:rid=0:rank=4,https://www.bilibili.com/v/popular/rank/all"
0,全站,5,BV1FeD1BsEQq,rankboard,rankboard:rid=0:rank=5,2026-04-14T11:45:39.156567+00:00,,355024318,173,2026-04-11T13:19:42+00:00,513,2545133.0,"rankboard:rid=0:rank=5,https://www.bilibili.com/v/popular/rank/all"
0,全站,6,BV1e2QMByEfE,rankboard,rankboard:rid=0:rank=6,2026-04-14T11:45:39.156567+00:00,,1487316826,138,2026-04-11T04:48:31+00:00,226,6703568.0,"rankboard:rid=0:rank=6,https://www.bilibili.com/v/popular/rank/all"
0,全站,7,BV1YMQMB6Ex5,rankboard,rankboard:rid=0:rank=7,2026-04-14T11:45:39.156567+00:00,,1265652806,172,2026-04-11T11:35:00+00:00,1268,4994144.0,"rankboard:rid=0:rank=7,https://www.bilibili.com/v/popular/rank/all"
0,全站,8,BV1WnDCBxECZ,rankboard,rankboard:rid=0:rank=8,2026-04-14T11:45:39.156567+00:00,,3546618680838210,21,2026-04-11T10:10:23+00:00,45,3729433.0,"rankboard:rid=0:rank=8,https://www.bilibili.com/v/popular/rank/all"
0,全站,9,BV1KwQuBeE8G,rankboard,rankboard:rid=0:rank=9,2026-04-14T11:45:39.156567+00:00,,1577804,21,2026-04-11T05:36:47+00:00,3846,6861820.0,"rankboard:rid=0:rank=9,https://www.bilibili.com/v/popular/rank/all"
0,全站,10,BV1kDD2BaEHy,rankboard,rankboard:rid=0:rank=10,2026-04-14T11:45:39.156567+00:00,,3493260618106936,138,2026-04-12T04:00:00+00:00,96,3068027.0,"rankboard:rid=0:rank=10,https://www.bilibili.com/v/popular/rank/all"
0,全站,11,BV1vZQNBzEr7,rankboard,rankboard:rid=0:rank=11,2026-04-14T11:45:39.156567+00:00,,147166910,21,2026-04-11T03:05:00+00:00,1420,3171375.0,"rankboard:rid=0:rank=11,https://www.bilibili.com/v/popular/rank/all"
0,全站,12,BV115DDBkEvD,rankboard,rankboard:rid=0:rank=12,2026-04-14T11:45:39.156567+00:00,,946974,95,2026-04-12T03:00:00+00:00,951,4010569.0,"rankboard:rid=0:rank=12,https://www.bilibili.com/v/popular/rank/all"
0,全站,13,BV13YQTBvE73,rankboard,rankboard:rid=0:rank=13,2026-04-14T11:45:39.156567+00:00,,3546859563911668,172,2026-04-10T23:07:42+00:00,997,1772107.0,"rankboard:rid=0:rank=13,https://www.bilibili.com/v/popular/rank/all"
0,全站,14,BV17iDCBLEtW,rankboard,rankboard:rid=0:rank=14,2026-04-14T11:45:39.156567+00:00,,4658735,172,2026-04-11T13:00:00+00:00,286,666137.0,"rankboard:rid=0:rank=14,https://www.bilibili.com/v/popular/rank/all"
0,全站,15,BV16mQABBEqd,rankboard,rankboard:rid=0:rank=15,2026-04-14T11:45:39.156567+00:00,,11073,31,2026-04-11T02:00:00+00:00,101,2091717.0,"rankboard:rid=0:rank=15,https://www.bilibili.com/v/popular/rank/all"
0,全站,16,BV1H7QFBaERe,rankboard,rankboard:rid=0:rank=16,2026-04-14T11:45:39.156567+00:00,,5970160,138,2026-04-10T09:00:00+00:00,2343,8184766.0,"rankboard:rid=0:rank=16,https://www.bilibili.com/v/popular/rank/all"
0,全站,17,BV1QwDDBDEAA,rankboard,rankboard:rid=0:rank=17,2026-04-14T11:45:39.156567+00:00,,3706958481721897,76,2026-04-12T04:10:48+00:00,139,3655492.0,"rankboard:rid=0:rank=17,https://www.bilibili.com/v/popular/rank/all"
0,全站,18,BV1ggDCBAEHk,rankboard,rankboard:rid=0:rank=18,2026-04-14T11:45:39.156567+00:00,,3546741475379844,21,2026-04-11T09:31:44+00:00,126,2043055.0,"rankboard:rid=0:rank=18,https://www.bilibili.com/v/popular/rank/all"
0,全站,19,BV1XVDfBLE3D,rankboard,rankboard:rid=0:rank=19,2026-04-14T11:45:39.156567+00:00,,1340190821,172,2026-04-10T11:35:00+00:00,410,6320114.0,"rankboard:rid=0:rank=19,https://www.bilibili.com/v/popular/rank/all"
0,全站,20,BV1rtDCBDEW7,rankboard,rankboard:rid=0:rank=20,2026-04-14T11:45:39.156567+00:00,,39627524,21,2026-04-11T10:08:45+00:00,3354,2464760.0,"rankboard:rid=0:rank=20,https://www.bilibili.com/v/popular/rank/all"
0,全站,21,BV17RDkBVEsR,rankboard,rankboard:rid=0:rank=21,2026-04-14T11:45:39.156567+00:00,,20716516,162,2026-04-11T10:29:33+00:00,40,2619658.0,"rankboard:rid=0:rank=21,https://www.bilibili.com/v/popular/rank/all"
0,全站,22,BV1Z3QABAEmZ,rankboard,rankboard:rid=0:rank=22,2026-04-14T11:45:39.156567+00:00,,498109258,216,2026-04-11T06:00:00+00:00,119,1840732.0,"rankboard:rid=0:rank=22,https://www.bilibili.com/v/popular/rank/all"
0,全站,23,BV1tXDXBsEXp,rankboard,rankboard:rid=0:rank=23,2026-04-14T11:45:39.156567+00:00,,412615990,183,2026-04-12T14:16:40+00:00,676,1230743.0,"rankboard:rid=0:rank=23,https://www.bilibili.com/v/popular/rank/all"
0,全站,24,BV1wfDDBrETb,rankboard,rankboard:rid=0:rank=24,2026-04-14T11:45:39.156567+00:00,,647201537,76,2026-04-12T09:42:15+00:00,228,1699505.0,"rankboard:rid=0:rank=24,https://www.bilibili.com/v/popular/rank/all"
0,全站,25,BV1AbD1BZEco,rankboard,rankboard:rid=0:rank=25,2026-04-14T11:45:39.156567+00:00,,3537104485223314,65,2026-04-12T03:00:00+00:00,147,3719066.0,"rankboard:rid=0:rank=25,https://www.bilibili.com/v/popular/rank/all"
0,全站,26,BV1ZuQABeE8M,rankboard,rankboard:rid=0:rank=26,2026-04-14T11:45:39.156567+00:00,,1178679712,157,2026-04-10T18:13:38+00:00,25,3622204.0,"rankboard:rid=0:rank=26,https://www.bilibili.com/v/popular/rank/all"
0,全站,27,BV1qfQTB2EtT,rankboard,rankboard:rid=0:rank=27,2026-04-14T11:45:39.156567+00:00,,2147009034,86,2026-04-11T07:00:14+00:00,143,1746744.0,"rankboard:rid=0:rank=27,https://www.bilibili.com/v/popular/rank/all"
0,全站,28,BV1WwD9BJEMX,rankboard,rankboard:rid=0:rank=28,2026-04-14T11:45:39.156567+00:00,,777536,182,2026-04-12T12:57:58+00:00,510,2017452.0,"rankboard:rid=0:rank=28,https://www.bilibili.com/v/popular/rank/all"
0,全站,29,BV1LLQxBfEk1,rankboard,rankboard:rid=0:rank=29,2026-04-14T11:45:39.156567+00:00,,1636034895,172,2026-04-13T04:00:00+00:00,594,1010400.0,"rankboard:rid=0:rank=29,https://www.bilibili.com/v/popular/rank/all"
0,全站,30,BV17ADmBWErD,rankboard,rankboard:rid=0:rank=30,2026-04-14T11:45:39.156567+00:00,,371798399,138,2026-04-12T01:30:00+00:00,123,1836398.0,"rankboard:rid=0:rank=30,https://www.bilibili.com/v/popular/rank/all"
0,全站,31,BV1ACQABGEGq,rankboard,rankboard:rid=0:rank=31,2026-04-14T11:45:39.156567+00:00,,644255470,250,2026-04-11T04:00:00+00:00,2013,2218330.0,"rankboard:rid=0:rank=31,https://www.bilibili.com/v/popular/rank/all"
0,全站,32,BV1aQDCBNEPz,rankboard,rankboard:rid=0:rank=32,2026-04-14T11:45:39.156567+00:00,,383705385,154,2026-04-11T08:47:03+00:00,343,1705413.0,"rankboard:rid=0:rank=32,https://www.bilibili.com/v/popular/rank/all"
0,全站,33,BV1bSDXB4Ee7,rankboard,rankboard:rid=0:rank=33,2026-04-14T11:45:39.156567+00:00,,157703013,241,2026-04-12T14:43:09+00:00,123,3642394.0,"rankboard:rid=0:rank=33,https://www.bilibili.com/v/popular/rank/all"
0,全站,34,BV1omDSBcEJB,rankboard,rankboard:rid=0:rank=34,2026-04-14T11:45:39.156567+00:00,,703186600,124,2026-04-12T03:29:16+00:00,951,1818740.0,"rankboard:rid=0:rank=34,https://www.bilibili.com/v/popular/rank/all"
0,全站,35,BV1QUQKBvEfq,rankboard,rankboard:rid=0:rank=35,2026-04-14T11:45:39.156567+00:00,,3461566387194506,28,2026-04-11T01:28:52+00:00,177,1007502.0,"rankboard:rid=0:rank=35,https://www.bilibili.com/v/popular/rank/all"
0,全站,36,BV14fQ4BEEWd,rankboard,rankboard:rid=0:rank=36,2026-04-14T11:45:39.156567+00:00,,3546788160079885,17,2026-04-13T09:35:00+00:00,1181,1043661.0,"rankboard:rid=0:rank=36,https://www.bilibili.com/v/popular/rank/all"
