board_rid,board_name,board_rank,bvid,source_type,source_ref,discovered_at,last_seen_at,owner_mid,tid,pubdate,duration_seconds,seed_score,source_refs
,,,BV1RYXQBKEEd,hot,hot:pn=1:ps=20,2026-03-31T13:02:05.335385,2026-03-31T13:02:05.335385,777536,182,2026-03-29T20:13:19,342,6686493.0,hot:pn=1:ps=20
,,,BV1MBXPBtEbk,hot,hot:pn=1:ps=20,2026-03-31T13:02:05.335385,2026-03-31T13:02:05.335385,113362335,138,2026-03-27T17:05:00,540,5990928.0,hot:pn=1:ps=20
,,,BV1pYXjBJE7q,hot,hot:pn=1:ps=20,2026-03-31T13:02:05.335385,2026-03-31T13:02:05.335385,1603676525,20,2026-03-30T15:00:00,170,292725.0,hot:pn=1:ps=20
,,,BV1F2XaBdEV2,hot,hot:pn=1:ps=20,2026-03-31T13:02:05.335385,2026-03-31T13:02:05.335385,3546781006694901,242,2026-03-30T20:46:00,176,845686.0,hot:pn=1:ps=20
,,,BV15aXKBgEQG,hot,hot:pn=1:ps=20,2026-03-31T13:02:05.335385,2026-03-31T13:02:05.335385,30222764,22,2026-03-27T19:00:00,186,1749424.0,hot:pn=1:ps=20
,,,BV1PdXQBHEv9,hot,hot:pn=1:ps=20,2026-03-31T13:02:05.335385,2026-03-31T13:02:05.335385,15377173,24,2026-03-29T19:21:04,131,674969.0,hot:pn=1:ps=20
,,,BV1qaXhBjE5d,hot,hot:pn=1:ps=20,2026-03-31T13:02:05.335385,2026-03-31T13:02:05.335385,37607457,161,2026-03-30T18:00:00,675,665158.0,hot:pn=1:ps=20
,,,BV1CNXeBaEe8,hot,hot:pn=1:ps=20,2026-03-31T13:02:05.335385,2026-03-31T13:02:05.335385,3546726841452974,21,2026-03-30T18:19:59,1095,504673.0,hot:pn=1:ps=20
,,,BV1daQ1BUEm2,hot,hot:pn=1:ps=20,2026-03-31T13:02:05.335385,2026-03-31T13:02:05.335385,352117879,30,2026-03-25T13:10:06,224,4958301.0,hot:pn=1:ps=20
,,,BV1YWXoBmEW2,hot,hot:pn=1:ps=20,2026-03-31T13:02:05.335385,2026-03-31T13:02:05.335385,36911516,252,2026-03-30T17:30:00,96,1052981.0,hot:pn=1:ps=20
,,,BV1MDXhBNEdt,hot,hot:pn=1:ps=20,2026-03-31T13:02:05.335385,2026-03-31T13:02:05.335385,317085961,47,2026-03-30T14:18:09,318,50855.0,hot:pn=1:ps=20
,,,BV1TBXpB3EYy,hot,hot:pn=1:ps=20,2026-03-31T13:02:05.335385,2026-03-31T13:02:05.335385,3690974723181063,162,2026-03-26T17:13:00,172,538289.0,hot:pn=1:ps=20
,,,BV1NfXyBKEvM,hot,hot:pn=1:ps=20,2026-03-31T13:02:05.335385,2026-03-31T13:02:05.335385,400975707,27,2026-03-29T11:30:00,157,706768.0,hot:pn=1:ps=20
,,,BV1jkXUBYE7V,hot,hot:pn=1:ps=20,2026-03-31T13:02:05.335385,2026-03-31T13:02:05.335385,14020428,198,2026-03-29T09:37:39,105,2477841.0,hot:pn=1:ps=20
,,,BV171XjB3E1d,hot,hot:pn=1:ps=20,2026-03-31T13:02:05.335385,2026-03-31T13:02:05.335385,296465852,130,2026-03-28T20:43:30,217,513910.0,hot:pn=1:ps=20
,,,BV1mtXDBDEAU,hot,hot:pn=1:ps=20,2026-03-31T13:02:05.335385,2026-03-31T13:02:05.335385,3546940446870283,24,2026-03-29T14:53:24,112,138356.0,hot:pn=1:ps=20
,,,BV1yyXmBGEeo,hot,hot:pn=1:ps=20,2026-03-31T13:02:05.335385,2026-03-31T13:02:05.335385,701734634,221,2026-03-29T18:00:00,276,2629394.0,hot:pn=1:ps=20
,,,BV1PWXvBuE3K,hot,hot:pn=1:ps=20,2026-03-31T13:02:05.335385,2026-03-31T13:02:05.335385,8878219,228,2026-03-31T10:00:00,1352,184877.0,hot:pn=1:ps=20
